Year,Title,Abstract,Keywords
2022,Automatically Discovering Conceptual Neighborhoods Using Machine Learning Methods,"Qualitative spatio-temporal reasoning (QSTR) plays a key role in spatial cognition and artifcial intelligence (AI) research. In the past, research and applications of QSTR have often taken place in the context of declarative forms of knowledge representation. For instance, conceptual neighborhoods (CN) and composition tables (CT) of relations are introduced explicitly and utilized for spatial/temporal reasoning. Orthogonal to this line of study, we focus on bottom-up machine learning (ML) approaches to investigate QSTR. More specifcally, we are interested in questions of whether similarities between qualitative relations can be learned from data purely based on ML models, and, if so, how these models difer from the ones studied by traditional approaches. To achieve this, we propose a graph-based approach to examine the similarity of relations by analyzing trained ML models. Using various experiments on synthetic data, we demonstrate that the relationships discovered by ML models are well-aligned with CN structures introduced in the (theoretical) literature, for both spatial and temporal reasoning. Noticeably, even with signifcantly limited qualitative information for training, ML models are still able to automatically construct neighborhood structures. Moreover, patterns of asymmetric similarities between relations are disclosed using such a data-driven approach. To the best of our knowledge, our work is the frst to automatically discover CNs without any domain knowledge. Our results can be applied to discovering CNs of any set of jointly exhaustive and pairwise disjoint (JEPD) relations.","Qualitative Spatial Reasoning, Qualitative Temporal Reasoning, Conceptual Neighborhood, Machine Learning, Knowledge Discovery"
2022,Predicting Distance and Direction from Text Locality Descriptions for Biological Specimen Collections,"A considerable proportion of records that describe biological specimens (fora, soil, invertebrates), and especially those that were collected decades ago, are not attached to corresponding geographical coordinates, but rather have their location described only through textual descriptions (e.g. North Canterbury, Selwyn River near bridge on Springston-Leeston Rd). Without geographical coordinates, millions of records stored in museum collections around the world cannot be mapped. We present a method for predicting the distance and direction associated with human language location descriptions which focuses on the interpretation of geospatial prepositions and the way in which they modify the location represented by an associated reference place name (e.g. near the Manawatu River). We study eight distance-oriented prepositions and eight direction-oriented prepositions and use machine learning regression to predict distance or direction, relative to the reference place name, from a collection of training data. The results show that, compared with a simple baseline, our model improved distance predictions by up to 60% and direction predictions by up to 31%.","geospatial prepositions, biological specimen collections, georeferencing, natural language processing, locative expressions, locality descriptions, geoparsing, geocoding, geographic information retrieval, regression, machine learning"
2022,An Incremental Algorithm for Handling Qualitative Spatio-Temporal Information,"In this paper, we present an online (incremental) algorithm for checking the satisfability of qualitative spatio-temporal data, with direct implications to other fundamental knowledge representation and reasoning problems for such data, like the problems of deductive closure and redundancy removal. In particular, qualitative data come in the form of human-like, symbolic, descriptions such as “region x contains or overlaps region y”, which are abundant in the Web of Data. Our approach is also able to maintain, to some extent, any sparse graph structure that may be inherent in the data, i.e., it acts parsimoniously and only tries to infer new information when needed for soundness and completeness. To this end, we complement our practical algorithm with certain theoretical results to assert its correctness and efciency. A subsequent evaluation with publicly available large-scale real-world and random datasets against the state of the art, shows the interest and promise of our method.","Online algorithm, qualitative data, spatio-temporal reasoning, satisfability checking, knowledge representation and reasoning"
2022,Rethinking Route Choices! On the Importance of Route Selection in Wayfnding Experiments,"Route selection for a wayfnding experiment is not a trivial task and is often made in an undocumented way. Only recently (2021), a systematic, reproducible and score-based approach for route selection for wayfnding experiments was published. However, it is still unclear how robust study results are across all potential routes in a particular experimental area. An important share of routes might lead to diferent conclusions than most routes. This share would distort and/or invert the study outcome. If so, the question of selecting routes that are unlikely to distort the results of our wayfnding experiments remains unanswered. In order to answer these questions, an agent-based simulation study with four diferent sample sizes (N = 15, 25, 50, 3000 agents) comparing Turn-by-Turn and Free Choice Navigation approaches (between-subject design) regarding their arrival rates on more than 11000 routes in the city center of Vienna, Austria, was run. The results of our study indicate that with decreasing sample size, there is an increase in the share of routes which lead to contradictory results regarding the arrival rate, i.e., the results become less robust. Therefore, based on simulation results, we present an approach for selecting suitable routes even for small-scale in-situ studies.","Route Selection, Route Features, Human Wayfnding, Navigation, Experiments, Experimental Design"
2022,Empirical Evidence for Concepts of Spatial Information as Cognitive Means for Interpreting and Using Maps,"Due to the increasing prevalence and relevance of geo-spatial data in the age of data science, Geographic Information Systems are enjoying wider interdisciplinary adoption by communities outside of GIScience. However, properly interpreting and analysing geo-spatial information is not a trivial task due to knowledge barriers. There is a need for a trans-disciplinary framework for sharing specialized geographical knowledge and expertise to overcome these barriers. The core concepts of spatial information were proposed as such a conceptual framework. These concepts, such as object and feld, were proposed as cognitive lenses that can simplify understanding of and guide the processing of spatial information. However, there is a distinct lack of empirical evidence for the existence of such concepts in the human mind or whether such concepts can be indeed useful. In this study, we have explored for such empirical evidence using behavioral experiments with human participants. The experiment adopted a contrast model to investigate whether the participants can semantically distinguish between the object and feld core concepts visualized as maps. The statistically signifcant positive results ofer evidence supporting the existence of the two concepts or cognitive concepts closely resembling them. This gives credibility to the core concepts of spatial information as tools for sharing, teaching, or even automating the process of geographical information processing.","core concepts, cognition, map interpretation, spatial analysis"
2022,"Generalized, Inaccurate, Incomplete: How to Comprehensively Analyze Sketch Maps Beyond Their Metric Correctness","Sketch mapping is a method to investigate a person’s spatial perception and knowledge about the surrounding environment. While cartographic maps can be easily evaluated with respect to the represented features, map scale, and spatial accuracy, there still does not exist a comprehensive method to evaluate sketch maps. This paper aims to overcome this gap and proposes a sketch map analysis method that allows for analyzing the completeness, generalization and (qualitative) spatial accuracy of the sketched information in a three-step process. After describing the method, we illustrate how our computer-supported method performs in a use case with three sketch maps. Our approach may assist researchers in geography, psychology, and education to evaluate spatial knowledge in a systematic way independent of specifc research questions and experimental scenarios.","sketch map analysis, spatial knowledge evaluation, cognitive map"
2022,Perceptions of Qualitative Spatial Arrangements of Three Objects,"Cognitive grounding of formal models of qualitative spatial relations is important to bridge between spatial data and human perceptions of spatial arrangements. Here, we report on an experimental verifcation of the cognitive alignment of the recently proposed Ray Intersection Model (RIM) capturing qualitative relationships between three spatial objects, and human perceptions of spatial arrangements through a grouping task. Further, we explore arrangements with an object positioned “between” two other objects. We show that RIM has sufcient expressive power and aligns well with human perceptions of ternary spatial relationships.","Spatial Perception, Qualitative Spatial Relationships, Betweenness, Evaluation, Ternary Relationships"
2022,Are Psychological Variables Relevant to Evaluating Geoinformatics Applications? The Case of Landmarks (Vision Paper),"Interdisciplinary integration of spatial cognition and spatial computation promises to create better spatial technology based on fndings from cognitive psychology experiments. Using the example of psychological studies and computational modelling of landmarks, this paper argues that core evaluation criteria of both disciplines are not well aligned with the goal of evaluating landmarkenhanced navigation support systems that support users in everyday wayfnding. The paper raises two points. First, it reviews evaluation criteria used in the interdisciplinary feld of landmark research. It is argued that when to consider the role of landmark-enhanced navigation support systems in everyday life of their users, diferent evaluation criteria are needed. If strictly-psychological or strictly-computational criteria continue being prioritised by the community, we risk undervaluing signifcant technological contributions. Second, it proposes one such potential criterion: testing whether the cognitive task has changed due to equipping users with the new technology. This goal might be achieved at the expense of criteria typical to strictly-psychological studies (such as spatial memory of landmarks along the travelled route) or strictly-computational studies (such as efciency and accuracy of a landmark-selection algorithm). Thus, promoting and implementing alternative evaluation criteria comes with methodological risks. In order to mitigate them we propose a process based on pre-registration of “postdiction” studies and hope to stimulate a further debate on a consensus-based approach in the community.","wayfnding, navigation support systems, cognitive geoengineering, landmarks"
2022,New Human Dynamics in the Emerging Metaverse: Towards a Quantum Phygital Approach by Integrating Space and Place,"With the convergence of mirror worlds, virtual worlds, lifelogging, and augmented/virtual reality, the emerging metaverse is rapidly becoming a major platform where humans work, shop, entertain themselves, and socialize with others. Human dynamics, which refers to all forms of human activities and interactions, will undergo profound transformations in the coming years with the advent of the metaverse. The new human dynamics will be neither physical nor digital but a seamless integration of both – phygital2 . The goal of this vision paper is to develop a phygital approach to support human dynamics research in the spirit of GIScience as a convergence. Built on our earlier work in human dynamics research, we argue that the current discussions on human dynamics are conceptually constrained by their physical and digital silos. The new phygital approach we are envisioning aims to transcend the simplistic dichotomy by integrating both space and place perspectives. This paper also draws on basic concepts in quantum physics and earlier discussions on their potential applications in geography and GIScience to espouse a quantum turn in exploring the human dynamics in the emerging metaverse. It explores how concepts, methods, and understandings from quantum physics and emerging quantum computing and communication technologies can be translated into addressing fundamental geographical analyses for this phygital world.","metaverse, human dynamics, phygital, space-place, quantum, GIScience theory"
2022,Large-Scale Spatial Prediction by Scalable Geographically Weighted Regression: Comparative Study,"Although the scalable geographically weighted regression (GWR) has been developed as a fast regression approach modeling non-stationarity, its potential on spatial prediction is largely unexplored. Given that, this study applies the scalable GWR technique for large-scale spatial prediction, and compares its prediction accuracy with modern geostatistical methods including the nearest-neighbor Gaussian process, and machine learning algorithms including light gradient boosting machine. The result suggests accuracy of our scalable GWR-based prediction.","Spatial prediction, Scalable geographically weighted regression, Large data, Housing price"
2022,Geographically Varying Coefcient Regression: GWR-Exit and GAM-On?,This paper describes initial work exploring two spatially varying coefcient models: multi-scale GWR and GAM Gaussian Process spline parameterised by observation location. Both approaches accommodate process spatial heterogeneity and both generate outputs that can be mapped indicating the nature of the process heterogeneity. However the nature of the process heterogeneity they each describe are very diferent. This suggests that the underlying semantics of such models need to be considered in order to refne the specifcity of the questions that are asked of data: simply seeking to understand process spatial heterogeneity may be too semantically coarse.,"Geographically weighted regression, Spatial Analysis, Process Spatial Heterogeneity, Model Semantics"
2022,"3D Sketch Maps: Concept, Potential Benefts, and Challenges","Studying the 3D aspect of spatial information has become increasingly important due to changes in the way we interact with the surrounding environments as well as technological innovations. Current pen-and-paper approaches of sketch mapping have a limitation in investigating 3D spatial knowledge as they are forced to be drawn on 2D interfaces. In this paper, we propose the concept of 3D sketch mapping as a tool to study human spatial knowledge by externalizing the mental models of spatial information with 3D representations. The goal of this paper is to introduce the concept, discuss its potential importance and challenges, and share our vision for future research directions.","Sketch maps, mental representations, spatial knowledge"
2022,The Efect of Abstract vs. Realistic 3D Visualization on Landmark and Route Knowledge Acquisition,"Even though humans perform it daily, navigation is a cognitively challenging process. Landmarks have been shown to facilitate navigation by scafolding humans’ mental representation of space. However, how landmarks can be efectively communicated to pedestrians to support spatial learning of the traversed environment remains an open question. Therefore, we assessed how the visualization of landmarks on a mobile map (i.e., abstract 3D vs. realistic 3D symbols) infuences participants’ spatial learning, visual attention allocation, and cognitive load during an outdoor map-assisted navigation task. We report initial results on how exposing pedestrians to diferent landmark visualization styles on mobile maps while navigating along a given route in an urban environment can have difering efects on how they remember landmarks and routes. Specifcally, we fnd that navigators better remember landmarks visualized as 3D realistic-looking symbols compared to 3D abstract landmark symbols on the mobile map. The pattern of results shows that displaying realistic 3D landmark symbols at intersections potentially helps participants to remember route directions better than with landmarks depicted as abstract 3D symbols. The presented methodological approach contributes ecologically valid insights to further understand how the design of landmarks on mobile maps could support wayfnders’ spatial learning during map-assisted navigation.","Abstraction, realism, 3D, landmark visualization, mobile map design, cartography, real-world navigation, spatial learning"
2022,"Smart Crowd Management: The Data, the Users and the Solution","This research project is situated in the domain of smart crowd management, a domain that is gaining importance because of the challenges that arise from urbanization, but also the opportunities that come with smart cities. While our cities become more crowded every day, they also become smarter, for example by employing pedestrian tracking sensors. However, the datasets that are generated by these sensors do not allow smart crowd management yet, because they are sparse and not linked to the perception of the crowd. This research will tackle these issues in three steps. First, pedestrian counts will be estimated on streets that have no tracking data by use of deep learning and space syntax data. Next, the perception of crowdedness within the crowd will be linked to the objective pedestrian counts by conducting two user studies, and fnally, the resulting subjective pedestrian counts will be used as weights for a routing algorithm. The last step has already been developed as a proof of concept. The routing algorithm, that uses partly simulated data and partly real-time tracking data, has been embedded in a webtool to show stakeholders the potential and goal of this innovative project.","crowd tracking, crowd modeling, space syntax, deep learning, perception, routing"
2022,A Weather-Aware Framework for Population Mobility Modelling,"The widespread availability of GPS-enabled mobile devices has contributed towards an unprecedented volume of data on human movement. Human mobility data are the key input for developing accurate mobility models that can support decision-making in, for example, urban planning, transportation planning and disease spread. However, the increasing geoprivacy concerns have been limiting the use of and access to such data. For this reason, the WHO-WHERE-WHEN (3W) model, a privacy-protective model for generating synthetic mobility data, has been developed. However, human mobility is afected by multiple factors that must be accounted for to produce synthetic mobility trajectories that accurately simulate the fuctuations of population in a study area. The 3W model already considers four main factors afecting human mobility: size and shape of activity spaces, circadian rhythm, and home and work locations. Yet, meteorological factors are known to afect human mobility patterns but, to our knowledge, there is not a model that accounts for weather conditions. In this paper, we propose a theoretical framework to extend the 3W model to a 4W model: WHO-WHERE-WHEN-WEATHER. We hypothesise that accounting for weather conditions in human mobility predictions will increase the overall accuracy of predicted mobility patterns.","movement analytics, human movement, mobility models, context-awareness"
2022,Qualitative Spatial Reasoning over Questions,"Although geospatial question answering systems have received increasing attention in recent years, existing prototype systems struggle to properly answer qualitative spatial questions. In this work, we propose a unique framework for answering qualitative spatial questions, which comprises three main components: a geoparser that takes the input questions and extracts place semantic information from text, a reasoning system which is embedded with a crisp reasoner, and fnally, answer extraction, which refnes the solution space and generates fnal answers. We present an experimental design to evaluate our framework for point-based cardinal direction calculus (CDC) relations by developing an automated approach for generating three types of synthetic qualitative spatial questions. The initial evaluations of generated answers in our system are promising because a high proportion of answers were labelled correct.","Qualitative spatial reasoning, geospatial question answering, Qualitative spatial questions"
2022,Transcepts: Connecting Entity Representations Across Conceptual Views on Spatial Information,"Analysts interpret geographic and other spatial data to check the validity of methods in reaching an analytical goal. However, the meaning of data is elusive. The same data may constitute one concept in one view and another concept in another. For example, the same set of air pollution points may be regarded as feld values if they are considered pollution measurements and objects if they are considered locations of measurement devices. In this work we adopt a framework of conceptual spaces and viewpoints and show how entity representations in one semantic interpretation may be related to entity representations in others in terms of what we call transcepts. A transcept captures which things represent the same entity. We defne and use transcepts in the framework to explain how diferent views of geographic data may relate to one another.","Transcept, Spatial Information, Knowledge Representation, Conceptual Space, View, Point Of View, Viewpoint, Object, Event, Network, Field, Relation"
2022,A Computational Method for the Classifcation of Mental Representations of Objects in 3D Space,"The structure mapping task is a simple method to test people’s mental representations of spatial relationships, and has recently been particularly useful in the study of volumetric spatial cognition such as the spatial memory for locations in multilevel buildings. However, there does not exist a standardised method to analyse such data and structure mapping tasks are typically analysed by human raters, based on criteria defned by the researchers. In this article, we introduce a computational method to assess spatial relationships of objects in the vertical and horizontal domains, which are realized through the structure mapping task. Here, we reanalyse participants’ digitised structure maps from an earlier study (N=41) using the proposed computational methodology. Our results show that the new method successfully distinguishes between diferent types of structure map representations, and is sensitive to learning order efects. This method can be useful to advance the study of volumetric spatial cognition.","mental representations of space, spatial cognition, structure mapping task, 3D space, volumetric space"
2022,A Comparison of Geographically Weighted Principal Components Analysis Methodologies,"Principal components analysis (PCA) is a useful analytical tool to represent key characteristics of multivariate data, but does not account for spatial efects when applied in geographical situations. A geographically weighted PCA (GWPCA) caters to this issue, specifcally in terms of capturing spatial heterogeneity. However, in certain situations, a GWPCA provides outputs that vary discontinuously spatially, which are difcult to interpret and are not associated with the output from a conventional (global) PCA any more. This study underlines a GW non-negative PCA, a geographically weighted version of non-negative PCA, to overcome this issue by constraining loading values non-negatively. Case study results with a complex multivariate spatial dataset demonstrate such benefts, where GW non-negative PCA allows improved interpretations than that found with conventional GWPCA.","Spatial heterogeneity, Geographically weighted, Sparsity, PCA"
2022,Abnormal Situation Simulation and Dynamic Causality Discovery in Urban Trafc Networks,"Various participants in urban trafc systems intertwine a highly complicated coupling network. An interpretable analysis of underlying correlations is one of the keys to understanding trafc anomalies. Unfortunately, abnormal situation analysis in real scenarios faces severe limitations in negative sample defciency, data integrity, and verifability. In view of this, we developed a simulation tool – the Trafc Anomaly Situation Simulator (TASS). Through confgurable scripts, TASS simulates real trafc networks by road editing, data collection, and fault injection. Given the generated cases, we designed a dynamic causal discovery algorithm, Dycause-Trafc, to demonstrate the features of causality in trafc anomalies.","SUMO simulation, dynamic causality discovery, congestion propagation"
2022,Spatial and Spatiotemporal Matching Framework for Causal Inference,"Matching is a procedure aimed at reducing the impact of observational data bias in causal analysis. Designing matching methods for spatial data refecting static spatial or dynamic spatio-temporal processes is complex because of the efects of spatial dependence and spatial heterogeneity. Both may be compounded with temporal lag in the dependency efects on the study units. Current matching techniques based on similarity indexes and pairing strategies need to be extended with optimal spatial matching procedures. Here, we propose a decision framework to support analysts through the choice of existing matching methods and anticipate the development of specialized matching methods for spatial data. This framework thus enables to identify knowledge gaps.","Framework, Spatial, Spatiotemporal, Matching, Causal Inference"
2022,An Entropy-Based Model for Indoor Self-Localization Through Dialogue,"People can be localized at a particular location in an indoor environment using verbal descriptions referring to distinct visible objects (e.g., landmarks). When a user provides an incomplete initial location description their location may remain ambiguous. Here, we consider a dialogue initiated to update the initial description, which continues until the updated description can be related to a location in the environment. In each interaction, the wayfnder is incrementally asked about the visibility of a particular object to update the initial description. This paper presents an entropy-based model to minimize the number of interactions. We show how this entropy-based model leads to a signifcant reduction of interactions (i.e., reduction of conversation length, measured by the number of additional referents) compared to baseline models. Moreover, the efect of the initial description, i.e., the frst set of visible objects with diferent combinations, is investigated.","Indoor self-localization, Dialogue, Entropy"
2022,Collaborative Wayfnding Under Distributed Spatial Knowledge,"In many everyday situations, two or more people navigate collaboratively but their spatial knowledge does not necessarily overlap. However, most research to date, has investigated social wayfnding under either 1-sided or fully shared spatial information. Here, we present the pilot experiment of a novel, computerised, non-verbal experimental paradigm to study collaborative wayfnding under the face of spatial information uncertainty. Participants (N=32) learned two diferent neighbourhoods individually, and then navigated together as dyads (D=16), from one neighbourhood to the other. Our pilot results reveal that overall participants share navigational control, but are in control more when the task leads them to a familiar destination. We discuss the efects of spatial ability and motivation to lead, as well as the outlook of the paradigm.","navigation, wayfnding, collaboration, dyad, online"
2022,Abnormal Trajectory-Gap Detection: A Summary,"Given trajectories with gaps (i.e., missing data), we investigate algorithms to identify abnormal gaps for testing possible hypotheses of anomalous regions. Here, an abnormal gap within a trajectory is defned as an area where a given moving object did not report its location, but other moving objects did periodically. The problem is important due to its societal applications, such as improving maritime safety and regulatory enforcement for global security concerns such as illegal fshing, illegal oil transfer, and trans-shipments. The problem is challenging due to the difculty of interpreting missing data within a trajectory gap, and the high computational cost of detecting gaps in such a large volume of location data proves computationally very expensive. The current literature assumes linear interpolation within gaps, which may not be able to detect abnormal gaps since objects within a given region may have traveled away from their shortest path. To overcome this limitation, we propose an abnormal gap detection (AGD) algorithm that leverages the concepts of a space-time prism model where we assume space-time interpolation. We then propose a refned memoized abnormal gap detection (Memo-AGD) algorithm that reduces comparison operations. We validated both algorithms using synthetic and real-world data. The results show that abnormal gaps detected by our algorithms give better estimates of abnormality than linear interpolation and can be used for further investigation from the human analysts.","Spatial Data Mining, Trajectory Mining, Time Geography"
2022,Improving Pedestrians Trafc Priority via Grouping and Virtual Lanes in Shared Spaces,"The shared space design is applied in urban streets to support barrier-free movement and integrate trafc participants (such as pedestrians, cyclists and vehicles) into a common road space. Regardless of the low-speed environment, sharing space with motor vehicles can make vulnerable road users feel uneasy. Yet, walking in groups increases their confdence as well as infuence the yielding behavior of drivers. Therefore, we propose an innovative approach to support the crossing of pedestrians via grouping and project the virtual lanes in shared spaces. This paper presents the important components of the crowd steering system, discusses the enablers and gaps in the current approach, and illustrates the proposed idea with concept diagrams.","shared space, urban traffic system, augmented reality, pedestrian grouping"
2022,Eye Blink-Related Brain Potentials During Landmark-Based Navigation in Virtual Reality,"Landmarks support navigation and spatial learning of environments by serving as cognitive anchors. However, little research has been done to investigate how the design of landmarks on mobile maps afects cognitive processing. To address this gap, the present study utilized a within-subjects design to experimentally examine how three diferent landmark densities (3 vs. 5 vs. 7 landmarks) on mobile maps infuence users’ spatial learning and cognitive load during navigation. Cognitive load was measured using electroencephalography (EEG). We applied an event-related analysis approach by utilizing eye blinks as naturalistic event markers to segment the EEG data. Results demonstrate that showing fve landmarks along a given route to follow on a mobile map, compared to three and seven landmarks, improved spatial learning performance without taxing more cognitive resources. Our study shows that users’ cognitive load and spatial learning outcomes should be considered when designing landmark-based navigation assistance systems.","spatial navigation, landmark, blink-related potentials, spatial learning, cognitive load, mobile map"
2022,Representing Computational Relations in Knowledge Graphs Using Functional Languages,"Knowledge representation is the cornerstone of constructing a geoscience knowledge graph (GKG). The existing representations of spatial and computational relations in GKGs, however, are inadequate. In this paper, we use Dimensionally Extended Nine-Intersection Model (DE-9IM) to represent spatial topological relations. To represent computational relations, we use typed lambda calculus via its implementation in the functional language Haskell, in which functions are frst-class primitives. We exemplify our ideas through some basic examples in Haskell.","spatial relation, computational relation, functional programming, Haskell, geo-knowledge graph"
